,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
78,"frozenset({'Rifampin', 'Erythromycin', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.22589531680440772,0.4793388429752066,0.22589531680440772,1.0,2.086206896551724,0.11761491701386517,inf,0.6725978647686833
79,"frozenset({'Rifampin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Erythromycin'})",0.2396694214876033,0.3415977961432507,0.22589531680440772,0.9425287356321839,2.7591768631813123,0.14402477062131458,11.45619834710743,0.8385471898197243
80,"frozenset({'Oxacillin', 'Rifampin', 'Gram_ID_Negative'})",frozenset({'Erythromycin'}),0.22589531680440772,0.45454545454545453,0.22589531680440772,1.0,2.2,0.12321562734785876,inf,0.7046263345195731
81,"frozenset({'Oxacillin', 'Erythromycin', 'Gram_ID_Negative'})",frozenset({'Rifampin'}),0.2369146005509642,0.31955922865013775,0.22589531680440772,0.9534883720930233,2.9837610264635126,0.1501870697963861,14.629476584022047,0.871268820991459
82,"frozenset({'Rifampin', 'Erythromycin', 'Gram_ID_Negative'})",frozenset({'Oxacillin'}),0.22589531680440772,0.39944903581267216,0.22589531680440772,1.0,2.503448275862069,0.13566165031228894,inf,0.7758007117437724
83,"frozenset({'Oxacillin', 'Gram_ID_Negative'})","frozenset({'Rifampin', 'Erythromycin'})",0.24793388429752067,0.29476584022038566,0.22589531680440772,0.9111111111111111,3.0909657320872275,0.15281287708034516,7.93388429752066,0.8994907531492898
84,"frozenset({'Rifampin', 'Gram_ID_Negative'})","frozenset({'Oxacillin', 'Erythromycin'})",0.2396694214876033,0.3333333333333333,0.22589531680440772,0.9425287356321839,2.8275862068965516,0.14600550964187328,11.599999999999993,0.8500795334040298
85,"frozenset({'Penicillin', 'Erythromycin', 'Oxacillin', 'Rifampin'})",frozenset({'Gram_ID_Negative'}),0.25068870523415976,0.33884297520661155,0.22589531680440772,0.9010989010989012,2.6593406593406597,0.14095121007217176,6.685032139577603,0.8327205882352942
86,"frozenset({'Penicillin', 'Erythromycin', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Rifampin'}),0.2369146005509642,0.31955922865013775,0.22589531680440772,0.9534883720930233,2.9837610264635126,0.1501870697963861,14.629476584022047,0.871268820991459
87,"frozenset({'Penicillin', 'Erythromycin', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Oxacillin'}),0.22589531680440772,0.39944903581267216,0.22589531680440772,1.0,2.503448275862069,0.13566165031228894,inf,0.7758007117437724
88,"frozenset({'Oxacillin', 'Erythromycin', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Penicillin'}),0.22589531680440772,0.4793388429752066,0.22589531680440772,1.0,2.086206896551724,0.11761491701386517,inf,0.6725978647686833
89,"frozenset({'Penicillin', 'Rifampin', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Erythromycin'}),0.22589531680440772,0.45454545454545453,0.22589531680440772,1.0,2.2,0.12321562734785876,inf,0.7046263345195731
90,"frozenset({'Oxacillin', 'Erythromycin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Rifampin'})",0.2369146005509642,0.2644628099173554,0.22589531680440772,0.9534883720930233,3.605377906976744,0.1632402158322519,15.81404958677687,0.9469930439376596
91,"frozenset({'Rifampin', 'Erythromycin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Oxacillin'})",0.22589531680440772,0.3168044077134986,0.22589531680440772,1.0,3.1565217391304348,0.1543306847589342,inf,0.8825622775800712
92,"frozenset({'Penicillin', 'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Rifampin', 'Erythromycin'})",0.24517906336088155,0.29476584022038566,0.22589531680440772,0.9213483146067416,3.125695684133152,0.1536249041883903,8.966548602912242,0.900970268826776
93,"frozenset({'Penicillin', 'Rifampin', 'Gram_ID_Negative'})","frozenset({'Oxacillin', 'Erythromycin'})",0.22589531680440772,0.3333333333333333,0.22589531680440772,1.0,3.0,0.15059687786960516,inf,0.8612099644128115
94,"frozenset({'Oxacillin', 'Rifampin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Erythromycin'})",0.22589531680440772,0.3415977961432507,0.22589531680440772,1.0,2.9274193548387095,0.14872997442494063,inf,0.8505338078291816
95,"frozenset({'Oxacillin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Erythromycin', 'Rifampin'})",0.24793388429752067,0.25895316804407714,0.22589531680440772,0.9111111111111111,3.5184397163120567,0.16169205200009107,8.33677685950413,0.9517555615116591
96,"frozenset({'Rifampin', 'Gram_ID_Negative'})","frozenset({'Penicillin', 'Erythromycin', 'Oxacillin'})",0.2396694214876033,0.2727272727272727,0.22589531680440772,0.9425287356321839,3.455938697318008,0.16053092912597045,12.654545454545445,0.9346500530222693
97,"frozenset({'Rifampin', 'Decade_2010-2020'})",frozenset({'Oxacillin'}),0.20110192837465565,0.39944903581267216,0.1928374655647383,0.958904109589041,2.400566839867737,0.11250749417541304,14.613406795224959,0.7302955665024632
98,"frozenset({'Rifampin', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.20110192837465565,0.45454545454545453,0.1928374655647383,0.958904109589041,2.1095890410958904,0.101427498121713,13.272727272727254,0.6583743842364533
99,"frozenset({'Oxacillin', 'Rifampin', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.1928374655647383,0.45454545454545453,0.18732782369146006,0.9714285714285714,2.137142857142857,0.09967443025294266,19.090909090909083,0.6592049789198956
100,"frozenset({'Rifampin', 'Erythromycin', 'Decade_2010-2020'})",frozenset({'Oxacillin'}),0.1928374655647383,0.39944903581267216,0.18732782369146006,0.9714285714285714,2.43192118226601,0.11029908400306598,21.019283746556468,0.7294719935755872
101,"frozenset({'Rifampin', 'Decade_2010-2020'})","frozenset({'Oxacillin', 'Erythromycin'})",0.20110192837465565,0.3333333333333333,0.18732782369146006,0.9315068493150684,2.7945205479452055,0.12029384756657485,9.733333333333327,0.8038032454361056
102,"frozenset({'Penicillin', 'Rifampin', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.162534435261708,0.45454545454545453,0.15702479338842976,0.9661016949152542,2.1254237288135593,0.08314550463310795,16.09090909090908,0.6322714681440443
103,"frozenset({'Rifampin', 'Decade_2010-2020', 'Penicillin'})",frozenset({'Oxacillin'}),0.162534435261708,0.39944903581267216,0.15702479338842976,0.9661016949152542,2.418585622443016,0.09210056993678331,17.716253443526163,0.7003693444136656
104,"frozenset({'Penicillin', 'Erythromycin', 'Oxacillin', 'Decade_2010-2020'})",frozenset({'Rifampin'}),0.16804407713498623,0.31955922865013775,0.15426997245179064,0.9180327868852459,2.872809496890899,0.1005699367833102,8.301377410468321,0.783585619678335
105,"frozenset({'Penicillin', 'Erythromycin', 'Decade_2010-2020', 'Rifampin'})",frozenset({'Oxacillin'}),0.15702479338842976,0.39944903581267216,0.15426997245179064,0.9824561403508771,2.459528130671506,0.09154657013409831,34.23140495867759,0.7039565826330533
106,"frozenset({'Penicillin', 'Rifampin', 'Oxacillin', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.15702479338842976,0.45454545454545453,0.15426997245179064,0.9824561403508771,2.16140350877193,0.08289506636614075,31.09090909090899,0.6374299719887955
107,"frozenset({'Penicillin', 'Rifampin', 'Decade_2010-2020'})","frozenset({'Oxacillin', 'Erythromycin'})",0.162534435261708,0.3333333333333333,0.15426997245179064,0.9491525423728814,2.8474576271186445,0.10009182736455464,13.11111111111112,0.7747297932330827
108,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
109,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
110,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
111,"frozenset({'Rifampin', 'Erythromycin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
112,"frozenset({'Penicillin', 'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
113,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})","frozenset({'Penicillin', 'Erythromycin'})",0.14049586776859505,0.3415977961432507,0.14049586776859505,1.0,2.9274193548387095,0.0925027889716094,inf,0.766025641025641
114,"frozenset({'Penicillin', 'Gram_ID_Negative', 'Oxacillin', 'Decade_2010-2020'})",frozenset({'Rifampin'}),0.15426997245179064,0.31955922865013775,0.14049586776859505,0.9107142857142857,2.84990763546798,0.09119747436802284,7.620936639118455,0.7675161269719615
115,"frozenset({'Penicillin', 'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
116,"frozenset({'Oxacillin', 'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
117,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})","frozenset({'Penicillin', 'Oxacillin'})",0.14049586776859505,0.3168044077134986,0.14049586776859505,1.0,3.1565217391304348,0.09598615759397128,inf,0.7948717948717949
118,"frozenset({'Oxacillin', 'Erythromycin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Rifampin'}),0.1487603305785124,0.31955922865013775,0.14049586776859505,0.9444444444444444,2.9554597701149423,0.09295813127518612,12.247933884297515,0.7772701313535122
119,"frozenset({'Rifampin', 'Erythromycin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
120,"frozenset({'Oxacillin', 'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
121,"frozenset({'Rifampin', 'Gram_ID_Negative', 'Decade_2010-2020'})","frozenset({'Oxacillin', 'Erythromycin'})",0.14049586776859505,0.3333333333333333,0.14049586776859505,1.0,3.0,0.09366391184573003,inf,0.7756410256410257
122,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Penicillin', 'Oxacillin', 'Rifampin'})",frozenset({'Gram_ID_Negative'}),0.15426997245179064,0.33884297520661155,0.14049586776859505,0.9107142857142857,2.687717770034843,0.0882225713179883,7.40495867768595,0.7424794021843265
123,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Penicillin', 'Oxacillin', 'Gram_ID_Negative'})",frozenset({'Rifampin'}),0.1487603305785124,0.31955922865013775,0.14049586776859505,0.9444444444444444,2.9554597701149423,0.09295813127518612,12.247933884297515,0.7772701313535122
124,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Penicillin', 'Rifampin', 'Gram_ID_Negative'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
125,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Oxacillin', 'Rifampin', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
126,"frozenset({'Decade_2010-2020', 'Penicillin', 'Oxacillin', 'Rifampin', 'Gram_ID_Negative'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
127,"frozenset({'Oxacillin', 'Erythromycin', 'Gram_ID_Negative', 'Decade_2010-2020'})","frozenset({'Penicillin', 'Rifampin'})",0.1487603305785124,0.2644628099173554,0.14049586776859505,0.9444444444444444,3.5711805555555554,0.10115429273956697,13.239669421487598,0.8458023986293546
